X,Y,OBJECTID,CODI_ENS,NOM_ENS,TIPUS,MODEL,LONGITUD,LATITUD,EXTRACCIO
420077.3089,4577626.6715,24024,08200,SANT BOI DE LLOBREGAT,Resta,RESTA 3000L,2.044678,41.346171,2023/04/10 07:10:15+00
420087.4832,4577046.1973,24025,08200,SANT BOI DE LLOBREGAT,Resta,RESTA 3000L,2.044876,41.340944,2023/04/10 07:10:15+00
420152.8334,4576825.4135,24026,08200,SANT BOI DE LLOBREGAT,Resta,RESTA 3000L,2.045686,41.338962,2023/04/10 07:10:15+00
420048.3372,4577434.9059,24027,08200,SANT BOI DE LLOBREGAT,Resta,RESTA 3000L,2.044357,41.344441,2023/04/10 07:10:15+00
419948.262,4577358.9534,24028,08200,SANT BOI DE LLOBREGAT,Resta,RESTA 3000L,2.043171,41.343747,2023/04/10 07:10:15+00
419945.2721,4577360.9849,24029,08200,SANT BOI DE LLOBREGAT,Resta,RESTA 3000L,2.043135,41.343765,2023/04/10 07:10:15+00
419729.1283,4575990.467,24030,08200,SANT BOI DE LLOBREGAT,Resta,RESTA 3000L,2.040733,41.3314,2023/04/10 07:10:15+00
419968.2606,4577829.285,24031,08200,SANT BOI DE LLOBREGAT,Resta,RESTA 3000L,2.043348,41.347985,2023/04/10 07:10:15+00
419956.0443,4577745.8129,24032,08200,SANT BOI DE LLOBREGAT,Resta,RESTA 3000L,2.043213,41.347232,2023/04/10 07:10:15+00
419447.9439,4577786.1895,24033,08200,SANT BOI DE LLOBREGAT,Resta,RESTA 3000L,2.037135,41.347545,2023/04/10 07:10:15+00
419953.9345,4577820.0054,24034,08200,SANT BOI DE LLOBREGAT,Resta,RESTA 3000L,2.043178,41.3479,2023/04/10 07:10:15+00
418882.4728,4576863.0406,24035,08200,SANT BOI DE LLOBREGAT,Resta,RESTA 3000L,2.0305,41.339174,2023/04/10 07:10:15+00
419661.9402,4577549.0954,24036,08200,SANT BOI DE LLOBREGAT,Resta,RESTA 3000L,2.039724,41.345431,2023/04/10 07:10:15+00
419454.8873,4577582.5909,24037,08200,SANT BOI DE LLOBREGAT,Resta,RESTA 3000L,2.037245,41.345712,2023/04/10 07:10:15+00
419456.1288,4577588.906,24038,08200,SANT BOI DE LLOBREGAT,Resta,RESTA 3000L,2.037259,41.345769,2023/04/10 07:10:15+00
420116.8669,4577716.1714,24039,08200,SANT BOI DE LLOBREGAT,Resta,RESTA 3000L,2.045139,41.346981,2023/04/10 07:10:15+00
419955.4044,4577748.4847,24040,08200,SANT BOI DE LLOBREGAT,Resta,RESTA 3000L,2.043205,41.347256,2023/04/10 07:10:15+00
419140.9406,4577882.2053,24041,08200,SANT BOI DE LLOBREGAT,Resta,RESTA 3000L,2.033453,41.348379,2023/04/10 07:10:15+00
418566.6298,4577784.814,24042,08200,SANT BOI DE LLOBREGAT,Resta,RESTA 3000L,2.026602,41.347444,2023/04/10 07:10:15+00
418631.587,4577794.8553,24043,08200,SANT BOI DE LLOBREGAT,Resta,RESTA 3000L,2.027377,41.347541,2023/04/10 07:10:15+00
418669.3955,4577711.8233,24044,08200,SANT BOI DE LLOBREGAT,Resta,RESTA 3000L,2.02784,41.346797,2023/04/10 07:10:15+00
418416.5386,4578009.2311,24045,08200,SANT BOI DE LLOBREGAT,Resta,RESTA 3000L,2.024778,41.34945,2023/04/10 07:10:15+00
418314.2948,4577853.0487,24046,08200,SANT BOI DE LLOBREGAT,Resta,RESTA 3000L,2.023577,41.348033,2023/04/10 07:10:15+00
418372.4488,4577749.2451,24047,08200,SANT BOI DE LLOBREGAT,Resta,RESTA 3000L,2.024286,41.347104,2023/04/10 07:10:15+00
418678.9353,4577711.9385,24048,08200,SANT BOI DE LLOBREGAT,Resta,RESTA 3000L,2.027954,41.346799,2023/04/10 07:10:15+00
418373.123,4577749.6817,24049,08200,SANT BOI DE LLOBREGAT,Resta,RESTA 3000L,2.024294,41.347108,2023/04/10 07:10:15+00
418466.5752,4577771.2814,24050,08200,SANT BOI DE LLOBREGAT,Resta,RESTA 3000L,2.025408,41.347312,2023/04/10 07:10:15+00
418539.4472,4577882.6055,24051,08200,SANT BOI DE LLOBREGAT,Resta,RESTA 3000L,2.026264,41.348322,2023/04/10 07:10:15+00
418542.4876,4577885.1251,24052,08200,SANT BOI DE LLOBREGAT,Resta,RESTA 3000L,2.0263,41.348345,2023/04/10 07:10:15+00
418498.4408,4577874.4055,24053,08200,SANT BOI DE LLOBREGAT,Resta,RESTA 3000L,2.025775,41.348244,2023/04/10 07:10:15+00
418495.3242,4577872.553,24054,08200,SANT BOI DE LLOBREGAT,Resta,RESTA 3000L,2.025738,41.348227,2023/04/10 07:10:15+00
419966.1629,4576781.8358,24055,08200,SANT BOI DE LLOBREGAT,Resta,RESTA 3000L,2.043461,41.338551,2023/04/10 07:10:15+00
418725.4398,4578793.2049,24056,08200,SANT BOI DE LLOBREGAT,Resta,RESTA 3000L,2.028365,41.356542,2023/04/10 07:10:15+00
419958.3439,4576770.9299,24057,08200,SANT BOI DE LLOBREGAT,Resta,RESTA 3000L,2.043369,41.338452,2023/04/10 07:10:15+00
420187.4265,4576995.7994,24058,08200,SANT BOI DE LLOBREGAT,Resta,RESTA 3000L,2.046077,41.3405,2023/04/10 07:10:15+00
420234.0355,4577384.0082,24059,08200,SANT BOI DE LLOBREGAT,Resta,RESTA 3000L,2.046583,41.344001,2023/04/10 07:10:15+00
420042.5023,4576829.404,24060,08200,SANT BOI DE LLOBREGAT,Resta,RESTA 3000L,2.044367,41.338987,2023/04/10 07:10:15+00
420026.4698,4576824.9174,24061,08200,SANT BOI DE LLOBREGAT,Resta,RESTA 3000L,2.044176,41.338945,2023/04/10 07:10:15+00
420286.1721,4577651.2433,24062,08200,SANT BOI DE LLOBREGAT,Resta,RESTA 3000L,2.047171,41.346413,2023/04/10 07:10:15+00
419800.4808,4576509.8609,24063,08200,SANT BOI DE LLOBREGAT,Resta,RESTA 3000L,2.041517,41.336085,2023/04/10 07:10:15+00
420265.733,4577557.7573,24064,08200,SANT BOI DE LLOBREGAT,Resta,RESTA 3000L,2.046939,41.345569,2023/04/10 07:10:15+00
420165.0699,4577009.7022,24065,08200,SANT BOI DE LLOBREGAT,Resta,RESTA 3000L,2.045808,41.340623,2023/04/10 07:10:15+00
418842.8994,4577993.3456,24066,08200,SANT BOI DE LLOBREGAT,Resta,RESTA 3000L,2.029876,41.34935,2023/04/10 07:10:15+00
419308.1522,4578088.9727,24067,08200,SANT BOI DE LLOBREGAT,Resta,RESTA 3000L,2.035424,41.350258,2023/04/10 07:10:15+00
419234.916,4577628.0056,24068,08200,SANT BOI DE LLOBREGAT,Resta,RESTA 3000L,2.03461,41.346099,2023/04/10 07:10:15+00
419149.651,4578918.8154,24069,08200,SANT BOI DE LLOBREGAT,Resta,RESTA 3000L,2.033419,41.357716,2023/04/10 07:10:15+00
418901.6406,4577739.4243,24070,08200,SANT BOI DE LLOBREGAT,Resta,RESTA 3000L,2.030612,41.347069,2023/04/10 07:10:15+00
419264.2872,4576281.8617,24071,08200,SANT BOI DE LLOBREGAT,Resta,RESTA 3000L,2.03514,41.333978,2023/04/10 07:10:15+00
419140.6428,4577802.9318,24072,08200,SANT BOI DE LLOBREGAT,Resta,RESTA 3000L,2.03346,41.347665,2023/04/10 07:10:15+00
420086.9155,4576607.0739,24073,08200,SANT BOI DE LLOBREGAT,Resta,RESTA 3000L,2.044927,41.336989,2023/04/10 07:10:15+00
419954.9825,4577748.1563,24074,08200,SANT BOI DE LLOBREGAT,Resta,RESTA 3000L,2.0432,41.347253,2023/04/10 07:10:15+00
418751.6026,4578081.6388,24075,08200,SANT BOI DE LLOBREGAT,Resta,RESTA 3000L,2.028773,41.350136,2023/04/10 07:10:15+00
419231.3677,4578676.965,24076,08200,SANT BOI DE LLOBREGAT,Resta,RESTA 3000L,2.034428,41.355546,2023/04/10 07:10:15+00
418809.8639,4578734.5225,24077,08200,SANT BOI DE LLOBREGAT,Resta,RESTA 3000L,2.029382,41.356022,2023/04/10 07:10:15+00
418874.4918,4577840.6561,24078,08200,SANT BOI DE LLOBREGAT,Resta,RESTA 3000L,2.030274,41.347978,2023/04/10 07:10:15+00
419663.1596,4577296.4846,24079,08200,SANT BOI DE LLOBREGAT,Resta,RESTA 3000L,2.039772,41.343156,2023/04/10 07:10:15+00
418789.0828,4577573.1359,24080,08200,SANT BOI DE LLOBREGAT,Resta,RESTA 3000L,2.029289,41.34556,2023/04/10 07:10:15+00
419748.4854,4577006.858,24081,08200,SANT BOI DE LLOBREGAT,Resta,RESTA 3000L,2.04083,41.340556,2023/04/10 07:10:15+00
418847.0687,4577154.2292,24082,08200,SANT BOI DE LLOBREGAT,Resta,RESTA 3000L,2.030038,41.341793,2023/04/10 07:10:15+00
419145.8182,4578777.6251,24083,08200,SANT BOI DE LLOBREGAT,Resta,RESTA 3000L,2.033392,41.356444,2023/04/10 07:10:15+00
420019.7476,4576556.6283,24084,08200,SANT BOI DE LLOBREGAT,Resta,RESTA 3000L,2.044131,41.336528,2023/04/10 07:10:15+00
418687.2172,4576449.7439,24085,08200,SANT BOI DE LLOBREGAT,Resta,RESTA 3000L,2.028222,41.335432,2023/04/10 07:10:15+00
419146.693,4578923.6228,24086,08200,SANT BOI DE LLOBREGAT,Resta,RESTA 3000L,2.033383,41.357759,2023/04/10 07:10:15+00
419721.0762,4577206.9072,24087,08200,SANT BOI DE LLOBREGAT,Resta,RESTA 3000L,2.040476,41.342355,2023/04/10 07:10:15+00
418789.2791,4577590.6768,24088,08200,SANT BOI DE LLOBREGAT,Resta,RESTA 3000L,2.029289,41.345718,2023/04/10 07:10:15+00
418736.9438,4578811.9515,24514,08200,SANT BOI DE LLOBREGAT,Paper i cartró,PAPER 3000L,2.0285,41.356712,2023/04/10 07:10:15+00
418714.5957,4578788.5521,24515,08200,SANT BOI DE LLOBREGAT,Paper i cartró,PAPER 3000L,2.028236,41.356499,2023/04/10 07:10:15+00
418283.7686,4579094.4027,24516,08200,SANT BOI DE LLOBREGAT,Paper i cartró,PAPER 3000L,2.023045,41.35921,2023/04/10 07:10:15+00
418810.5508,4578728.6301,24517,08200,SANT BOI DE LLOBREGAT,Paper i cartró,PAPER 3000L,2.029391,41.355969,2023/04/10 07:10:15+00
418971.1602,4578749.5956,24518,08200,SANT BOI DE LLOBREGAT,Paper i cartró,PAPER 3000L,2.031308,41.356174,2023/04/10 07:10:15+00
419150.9513,4578645.2175,24519,08200,SANT BOI DE LLOBREGAT,Paper i cartró,PAPER 3000L,2.033471,41.355252,2023/04/10 07:10:15+00
419233.7602,4578673.9405,24520,08200,SANT BOI DE LLOBREGAT,Paper i cartró,PAPER 3000L,2.034457,41.355519,2023/04/10 07:10:15+00
419275.7651,4578734.7626,24521,08200,SANT BOI DE LLOBREGAT,Paper i cartró,PAPER 3000L,2.034951,41.356071,2023/04/10 07:10:15+00
419092.4691,4578794.8749,24522,08200,SANT BOI DE LLOBREGAT,Paper i cartró,PAPER 3000L,2.032752,41.356594,2023/04/10 07:10:15+00
419139.798,4578777.9143,24523,08200,SANT BOI DE LLOBREGAT,Paper i cartró,PAPER 3000L,2.03332,41.356446,2023/04/10 07:10:15+00
419235.0885,4578890.8826,24524,08200,SANT BOI DE LLOBREGAT,Paper i cartró,PAPER 3000L,2.034444,41.357473,2023/04/10 07:10:15+00
419013.5515,4578762.446,24525,08200,SANT BOI DE LLOBREGAT,Paper i cartró,PAPER 3000L,2.031813,41.356294,2023/04/10 07:10:15+00
418047.309,4576556.8701,24526,08200,SANT BOI DE LLOBREGAT,Paper i cartró,PAPER 3000L,2.020561,41.336332,2023/04/10 07:10:15+00
418181.4434,4576748.7748,24527,08200,SANT BOI DE LLOBREGAT,Paper i cartró,PAPER 3000L,2.022138,41.338074,2023/04/10 07:10:15+00
418674.6866,4576660.8451,24528,08200,SANT BOI DE LLOBREGAT,Paper i cartró,PAPER 3000L,2.028044,41.337332,2023/04/10 07:10:15+00
418408.3155,4576727.2342,24529,08200,SANT BOI DE LLOBREGAT,Paper i cartró,PAPER 3000L,2.024852,41.337903,2023/04/10 07:10:15+00
418029.7104,4576651.0021,24530,08200,SANT BOI DE LLOBREGAT,Paper i cartró,PAPER 3000L,2.020338,41.337178,2023/04/10 07:10:15+00
418284.9481,4576636.3544,24531,08200,SANT BOI DE LLOBREGAT,Paper i cartró,PAPER 3000L,2.02339,41.337072,2023/04/10 07:10:15+00
419351.7566,4577360.1183,24532,08200,SANT BOI DE LLOBREGAT,Paper i cartró,PAPER 3000L,2.036042,41.343698,2023/04/10 07:10:15+00
419496.3811,4577167.0934,24533,08200,SANT BOI DE LLOBREGAT,Paper i cartró,PAPER 3000L,2.037796,41.341974,2023/04/10 07:10:15+00
420047.7595,4577329.3212,24534,08200,SANT BOI DE LLOBREGAT,Paper i cartró,PAPER 3000L,2.044364,41.34349,2023/04/10 07:10:15+00
419798.2148,4577145.3199,24535,08200,SANT BOI DE LLOBREGAT,Paper i cartró,PAPER 3000L,2.041406,41.341808,2023/04/10 07:10:15+00
419419.2119,4577278.4266,24536,08200,SANT BOI DE LLOBREGAT,Paper i cartró,PAPER 3000L,2.036859,41.342969,2023/04/10 07:10:15+00
419599.1221,4576976.9783,24537,08200,SANT BOI DE LLOBREGAT,Paper i cartró,PAPER 3000L,2.039049,41.340272,2023/04/10 07:10:15+00
420068.9004,4576513.7838,24538,08200,SANT BOI DE LLOBREGAT,Paper i cartró,PAPER 3000L,2.044724,41.336147,2023/04/10 07:10:15+00
419726.9823,4577445.7821,24539,08200,SANT BOI DE LLOBREGAT,Paper i cartró,PAPER 3000L,2.040515,41.344507,2023/04/10 07:10:15+00
419531.1001,4577121.1853,24540,08200,SANT BOI DE LLOBREGAT,Paper i cartró,PAPER 3000L,2.038217,41.341564,2023/04/10 07:10:15+00
419919.6431,4577426.9985,24541,08200,SANT BOI DE LLOBREGAT,Paper i cartró,PAPER 3000L,2.04282,41.344357,2023/04/10 07:10:15+00
419910.7601,4576356.6411,24542,08200,SANT BOI DE LLOBREGAT,Paper i cartró,PAPER 3000L,2.042855,41.334716,2023/04/10 07:10:15+00
420003.0502,4576431.1247,24543,08200,SANT BOI DE LLOBREGAT,Paper i cartró,PAPER 3000L,2.043948,41.335396,2023/04/10 07:10:15+00
418718.916,4578367.8021,24544,08200,SANT BOI DE LLOBREGAT,Paper i cartró,PAPER 3000L,2.028344,41.35271,2023/04/10 07:10:15+00
419847.5071,4576297.2712,24545,08200,SANT BOI DE LLOBREGAT,Paper i cartró,PAPER 3000L,2.042107,41.334175,2023/04/10 07:10:15+00
418608.732,4578330.6204,24546,08200,SANT BOI DE LLOBREGAT,Paper i cartró,PAPER 3000L,2.027032,41.352364,2023/04/10 07:10:15+00
419514.5389,4577265.1551,24547,08200,SANT BOI DE LLOBREGAT,Paper i cartró,PAPER 3000L,2.038,41.342859,2023/04/10 07:10:15+00
419394.7935,4577453.0179,24548,08200,SANT BOI DE LLOBREGAT,Paper i cartró,PAPER 3000L,2.036544,41.344539,2023/04/10 07:10:15+00
419698.4361,4577346.2805,24549,08200,SANT BOI DE LLOBREGAT,Paper i cartró,PAPER 3000L,2.040187,41.343608,2023/04/10 07:10:15+00
419435.6819,4577405.2642,24550,08200,SANT BOI DE LLOBREGAT,Paper i cartró,PAPER 3000L,2.037039,41.344113,2023/04/10 07:10:15+00
419730.3445,4577220.2395,24551,08200,SANT BOI DE LLOBREGAT,Paper i cartró,PAPER 3000L,2.040585,41.342476,2023/04/10 07:10:15+00
420026.8717,4577225.8479,24552,08200,SANT BOI DE LLOBREGAT,Paper i cartró,PAPER 3000L,2.044128,41.342556,2023/04/10 07:10:15+00
420231.1351,4576884.1763,24553,08200,SANT BOI DE LLOBREGAT,Paper i cartró,PAPER 3000L,2.046614,41.339499,2023/04/10 07:10:15+00
420099.7281,4577048.7272,24554,08200,SANT BOI DE LLOBREGAT,Paper i cartró,PAPER 3000L,2.045022,41.340968,2023/04/10 07:10:15+00
419976.4145,4577301.6836,24555,08200,SANT BOI DE LLOBREGAT,Paper i cartró,PAPER 3000L,2.043515,41.343234,2023/04/10 07:10:15+00
420212.9181,4576749.4733,24556,08200,SANT BOI DE LLOBREGAT,Paper i cartró,PAPER 3000L,2.046414,41.338284,2023/04/10 07:10:15+00
419995.4526,4577533.3077,24557,08200,SANT BOI DE LLOBREGAT,Paper i cartró,PAPER 3000L,2.043712,41.345322,2023/04/10 07:10:15+00
419342.0563,4576780.973,24558,08200,SANT BOI DE LLOBREGAT,Paper i cartró,PAPER 3000L,2.036003,41.338481,2023/04/10 07:10:15+00
419451.6159,4577581.85,24559,08200,SANT BOI DE LLOBREGAT,Paper i cartró,PAPER 3000L,2.037206,41.345705,2023/04/10 07:10:15+00
419959.4213,4577824.3861,24560,08200,SANT BOI DE LLOBREGAT,Paper i cartró,PAPER 3000L,2.043243,41.34794,2023/04/10 07:10:15+00
419553.4777,4577199.8808,24561,08200,SANT BOI DE LLOBREGAT,Paper i cartró,PAPER 3000L,2.038474,41.342275,2023/04/10 07:10:15+00
419958.2918,4577752.339,24562,08200,SANT BOI DE LLOBREGAT,Paper i cartró,PAPER 3000L,2.043239,41.347291,2023/04/10 07:10:15+00
418670.5982,4577707.1465,24563,08200,SANT BOI DE LLOBREGAT,Paper i cartró,PAPER 3000L,2.027855,41.346755,2023/04/10 07:10:15+00
418573.0517,4577782.9654,24564,08200,SANT BOI DE LLOBREGAT,Paper i cartró,PAPER 3000L,2.026679,41.347428,2023/04/10 07:10:15+00
418380.9047,4577749.7052,24565,08200,SANT BOI DE LLOBREGAT,Paper i cartró,PAPER 3000L,2.024387,41.347109,2023/04/10 07:10:15+00
418412.0872,4578007.7267,24566,08200,SANT BOI DE LLOBREGAT,Paper i cartró,PAPER 3000L,2.024725,41.349436,2023/04/10 07:10:15+00
418315.8256,4577847.813,24567,08200,SANT BOI DE LLOBREGAT,Paper i cartró,PAPER 3000L,2.023596,41.347986,2023/04/10 07:10:15+00
418328.5473,4578123.1411,24568,08200,SANT BOI DE LLOBREGAT,Paper i cartró,PAPER 3000L,2.023711,41.350467,2023/04/10 07:10:15+00
418477.3399,4577768.7178,24569,08200,SANT BOI DE LLOBREGAT,Paper i cartró,PAPER 3000L,2.025537,41.34729,2023/04/10 07:10:15+00
419964.6817,4576776.5226,24570,08200,SANT BOI DE LLOBREGAT,Paper i cartró,PAPER 3000L,2.043444,41.338503,2023/04/10 07:10:15+00
420231.6814,4577375.3736,24571,08200,SANT BOI DE LLOBREGAT,Paper i cartró,PAPER 3000L,2.046556,41.343923,2023/04/10 07:10:15+00
420034.2353,4576823.3884,24572,08200,SANT BOI DE LLOBREGAT,Paper i cartró,PAPER 3000L,2.044269,41.338932,2023/04/10 07:10:15+00
420166.7494,4576995.0275,24573,08200,SANT BOI DE LLOBREGAT,Paper i cartró,PAPER 3000L,2.04583,41.340491,2023/04/10 07:10:15+00
420290.0173,4577658.5292,24574,08200,SANT BOI DE LLOBREGAT,Paper i cartró,PAPER 3000L,2.047216,41.346479,2023/04/10 07:10:15+00
419742.7642,4576406.2403,24575,08200,SANT BOI DE LLOBREGAT,Paper i cartró,PAPER 3000L,2.040841,41.335146,2023/04/10 07:10:15+00
419797.1966,4576508.0097,24576,08200,SANT BOI DE LLOBREGAT,Paper i cartró,PAPER 3000L,2.041478,41.336068,2023/04/10 07:10:15+00
420265.9034,4577550.4273,24577,08200,SANT BOI DE LLOBREGAT,Paper i cartró,PAPER 3000L,2.046942,41.345503,2023/04/10 07:10:15+00
418798.7039,4577573.0282,24578,08200,SANT BOI DE LLOBREGAT,Paper i cartró,PAPER 3000L,2.029404,41.34556,2023/04/10 07:10:15+00
420114.2862,4577709.76,24579,08200,SANT BOI DE LLOBREGAT,Paper i cartró,PAPER 3000L,2.045109,41.346923,2023/04/10 07:10:15+00
419957.2413,4577748.1314,24580,08200,SANT BOI DE LLOBREGAT,Paper i cartró,PAPER 3000L,2.043227,41.347253,2023/04/10 07:10:15+00
419696.3367,4577905.0157,24581,08200,SANT BOI DE LLOBREGAT,Paper i cartró,PAPER 3000L,2.040088,41.34864,2023/04/10 07:10:15+00
420092.0671,4577036.9312,24582,08200,SANT BOI DE LLOBREGAT,Paper i cartró,PAPER 3000L,2.044932,41.340861,2023/04/10 07:10:15+00
420057.0724,4576989.7951,24583,08200,SANT BOI DE LLOBREGAT,Paper i cartró,PAPER 3000L,2.04452,41.340433,2023/04/10 07:10:15+00
418846.7261,4577161.006,24584,08200,SANT BOI DE LLOBREGAT,Paper i cartró,PAPER 3000L,2.030033,41.341854,2023/04/10 07:10:15+00
419096.9632,4578057.6822,24585,08200,SANT BOI DE LLOBREGAT,Paper i cartró,PAPER 3000L,2.032904,41.349955,2023/04/10 07:10:15+00
418903.7604,4576858.4724,24586,08200,SANT BOI DE LLOBREGAT,Paper i cartró,PAPER 3000L,2.030755,41.339135,2023/04/10 07:10:15+00
418904.1788,4576858.4677,24587,08200,SANT BOI DE LLOBREGAT,Paper i cartró,PAPER 3000L,2.03076,41.339135,2023/04/10 07:10:15+00
419401.8902,4576200.8338,24588,08200,SANT BOI DE LLOBREGAT,Paper i cartró,PAPER 3000L,2.036795,41.333262,2023/04/10 07:10:15+00
418796.1908,4577565.2841,24589,08200,SANT BOI DE LLOBREGAT,Paper i cartró,PAPER 3000L,2.029375,41.34549,2023/04/10 07:10:15+00
418676.4439,4577340.3417,24590,08200,SANT BOI DE LLOBREGAT,Paper i cartró,PAPER 3000L,2.027974,41.343452,2023/04/10 07:10:15+00
420057.6649,4576473.8252,24591,08200,SANT BOI DE LLOBREGAT,Paper i cartró,PAPER 3000L,2.044595,41.335786,2023/04/10 07:10:15+00
418799.0846,4577577.1321,24592,08200,SANT BOI DE LLOBREGAT,Paper i cartró,PAPER 3000L,2.029408,41.345597,2023/04/10 07:10:15+00
419734.2291,4577442.8151,24593,08200,SANT BOI DE LLOBREGAT,Paper i cartró,PAPER 3000L,2.040602,41.344481,2023/04/10 07:10:15+00
419920.5458,4576614.0151,24594,08200,SANT BOI DE LLOBREGAT,Paper i cartró,PAPER 3000L,2.042938,41.337035,2023/04/10 07:10:15+00
418745.7624,4578090.5868,24595,08200,SANT BOI DE LLOBREGAT,Paper i cartró,PAPER 3000L,2.028702,41.350216,2023/04/10 07:10:15+00
418535.6827,4577875.2086,24596,08200,SANT BOI DE LLOBREGAT,Paper i cartró,PAPER 3000L,2.02622,41.348255,2023/04/10 07:10:15+00
418977.0277,4578211.3569,24597,08200,SANT BOI DE LLOBREGAT,Paper i cartró,PAPER 3000L,2.03145,41.351327,2023/04/10 07:10:15+00
418551.4722,4577977.4031,24598,08200,SANT BOI DE LLOBREGAT,Paper i cartró,PAPER 3000L,2.026395,41.349177,2023/04/10 07:10:15+00
418906.5637,4576862.2162,24599,08200,SANT BOI DE LLOBREGAT,Paper i cartró,PAPER 3000L,2.030788,41.339169,2023/04/10 07:10:15+00
418906.8172,4576862.4354,24600,08200,SANT BOI DE LLOBREGAT,Paper i cartró,PAPER 3000L,2.030791,41.339171,2023/04/10 07:10:15+00
418540.5391,4578426.8737,24601,08200,SANT BOI DE LLOBREGAT,Paper i cartró,PAPER 3000L,2.026204,41.353224,2023/04/10 07:10:15+00
418784.4287,4577740.4024,24602,08200,SANT BOI DE LLOBREGAT,Paper i cartró,PAPER 3000L,2.029211,41.347066,2023/04/10 07:10:15+00
419457.5983,4576454.7,24603,08200,SANT BOI DE LLOBREGAT,Paper i cartró,PAPER 3000L,2.037427,41.335554,2023/04/10 07:10:15+00
418929.7524,4578959.4653,24604,08200,SANT BOI DE LLOBREGAT,Paper i cartró,PAPER 3000L,2.030785,41.35806,2023/04/10 07:10:15+00
418920.9257,4578169.7915,24605,08200,SANT BOI DE LLOBREGAT,Paper i cartró,PAPER 3000L,2.030785,41.350947,2023/04/10 07:10:15+00
420071.1015,4577154.3004,24606,08200,SANT BOI DE LLOBREGAT,Paper i cartró,PAPER 3000L,2.044666,41.341916,2023/04/10 07:10:15+00
419913.4046,4576353.614,24607,08200,SANT BOI DE LLOBREGAT,Paper i cartró,PAPER 3000L,2.042887,41.334689,2023/04/10 07:10:15+00
418873.4755,4577839.5571,24608,08200,SANT BOI DE LLOBREGAT,Paper i cartró,PAPER 3000L,2.030262,41.347968,2023/04/10 07:10:15+00
419241.8153,4577646.4711,24609,08200,SANT BOI DE LLOBREGAT,Paper i cartró,PAPER 3000L,2.03469,41.346266,2023/04/10 07:10:15+00
418772.2321,4577831.8074,24610,08200,SANT BOI DE LLOBREGAT,Paper i cartró,PAPER 3000L,2.029053,41.347888,2023/04/10 07:10:15+00
419111.7935,4579019.8328,24611,08200,SANT BOI DE LLOBREGAT,Paper i cartró,PAPER 3000L,2.032953,41.358622,2023/04/10 07:10:15+00
418910.8755,4578064.0902,24663,08200,SANT BOI DE LLOBREGAT,Resta,RESTA 3000L,2.030679,41.349994,2023/04/10 07:10:15+00
419857.172,4576702.6517,24664,08200,SANT BOI DE LLOBREGAT,Resta,RESTA 3000L,2.042169,41.337827,2023/04/10 07:10:15+00
418757.1227,4578081.466,24665,08200,SANT BOI DE LLOBREGAT,Resta,RESTA 3000L,2.028839,41.350135,2023/04/10 07:10:15+00
418956.6082,4578113.5436,24666,08200,SANT BOI DE LLOBREGAT,Resta,RESTA 3000L,2.031219,41.350444,2023/04/10 07:10:15+00
418737.6017,4578004.4062,24667,08200,SANT BOI DE LLOBREGAT,Resta,RESTA 3000L,2.028616,41.349439,2023/04/10 07:10:15+00
418677.9676,4577334.4399,24668,08200,SANT BOI DE LLOBREGAT,Resta,RESTA 3000L,2.027993,41.343399,2023/04/10 07:10:15+00
420090.5714,4576604.702,24669,08200,SANT BOI DE LLOBREGAT,Resta,RESTA 3000L,2.044971,41.336968,2023/04/10 07:10:15+00
419712.2125,4576882.2376,24670,08200,SANT BOI DE LLOBREGAT,Resta,RESTA 3000L,2.040413,41.33943,2023/04/10 07:10:15+00
419147.2072,4577498.5199,24671,08200,SANT BOI DE LLOBREGAT,Resta,RESTA 3000L,2.033579,41.344924,2023/04/10 07:10:15+00
418660.1448,4577424.0206,24672,08200,SANT BOI DE LLOBREGAT,Resta,RESTA 3000L,2.027768,41.344204,2023/04/10 07:10:15+00
418861.1965,4577467.2927,24673,08200,SANT BOI DE LLOBREGAT,Resta,RESTA 3000L,2.030165,41.344614,2023/04/10 07:10:15+00
419742.897,4577000.9241,24674,08200,SANT BOI DE LLOBREGAT,Resta,RESTA 3000L,2.040764,41.340502,2023/04/10 07:10:15+00
418521.5214,4577538.0516,24675,08200,SANT BOI DE LLOBREGAT,Resta,RESTA 3000L,2.026096,41.345217,2023/04/10 07:10:15+00
418612.4881,4577487.0661,24676,08200,SANT BOI DE LLOBREGAT,Resta,RESTA 3000L,2.02719,41.344767,2023/04/10 07:10:15+00
418679.1261,4577340.7558,24677,08200,SANT BOI DE LLOBREGAT,Orgànica,FORM 2200L,2.028006,41.343456,2023/04/10 07:10:15+00
418664.2555,4577424.9738,24678,08200,SANT BOI DE LLOBREGAT,Orgànica,FORM 2200L,2.027817,41.344213,2023/04/10 07:10:15+00
418257.263,4576860.5071,24679,08200,SANT BOI DE LLOBREGAT,Orgànica,FORM 2200L,2.023029,41.339088,2023/04/10 07:10:15+00
418184.6442,4576750.6263,24680,08200,SANT BOI DE LLOBREGAT,Orgànica,FORM 2200L,2.022176,41.338091,2023/04/10 07:10:15+00
418025.54,4577548.5237,24681,08200,SANT BOI DE LLOBREGAT,Orgànica,FORM 2200L,2.020167,41.345261,2023/04/10 07:10:15+00
417947.4017,4577571.8355,24682,08200,SANT BOI DE LLOBREGAT,Orgànica,FORM 2200L,2.01923,41.345463,2023/04/10 07:10:15+00
