FID,NAAMPLAATSINGSADRES,CLUSTERCODE,CLUSTEROMSCHRIJVING,CONTAINERCODE,FRACTIE,LATITUDE,LONGITUDE,GEOM
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1f8d,Loc1024,1024,Kornoeljestraat,1351,huisvuil - Loc1024,53.2377,6.5556,POINT (233005.234 584090.941)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1f8c,Loc1024,1024,Kornoeljestraat,1352,huisvuil - Loc1024,53.2377,6.5556,POINT (233005.234 584090.941)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1f8b,loc1025,1025,Emmasingel Cascade woontoren,20,huisvuil - loc1025,53.2125,6.559,POINT (233281.298 581284.849)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1f8a,loc1025,1025,Emmasingel Cascade woontoren,21,huisvuil - loc1025,53.2125,6.559,POINT (233281.298 581284.849)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1f89,loc1026,1026,Verzetstrijderslaan Zuid,51,huisvuil - loc1026,53.207,6.5521,POINT (232828.867 580669.766)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1f88,loc1027,1027,Verzetstrijderslaan Midden,52,huisvuil - loc1027,53.2078,6.5516,POINT (232795.973 580761.621)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1f87,loc1028,1028,Verzetstrijderslaan Noord,53,huisvuil - loc1028,53.2082,6.5514,POINT (232781.277 580802.568)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1f86,loc1029,1029,Koeriersterweg West,54,huisvuil - loc1029,53.2097,6.552,POINT (232821.388 580966.84)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1f85,loc1030,1030,Sabotagelaan West,55,huisvuil - loc1030,53.2091,6.5526,POINT (232863.22 580900.731)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1f84,loc1031,1031,Sabotagelaan Oost,56,huisvuil - loc1031,53.2093,6.5537,POINT (232934.937 580928.605)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1f83,loc1032,1032,Koeriersterweg Oost,57,huisvuil - loc1032,53.21,6.5552,POINT (233033.882 581008.124)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1f82,loc1033,1033,Onderduikerstraat,58,huisvuil - loc1033,53.2092,6.5552,POINT (233030.632 580920.138)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1f81,loc1034,1034,Paterswoldseweg Noord,59,huisvuil - loc1034,53.2095,6.5567,POINT (233133.603 580957.427)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1f80,loc1035,1035,Paterswoldseweg Zuid,60,huisvuil - loc1035,53.2083,6.5573,POINT (233174.556 580822.295)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1f7f,loc1036,1036,Illegaliteitslaan Oost,61,huisvuil - loc1036,53.2086,6.5555,POINT (233051.739 580854.808)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1f7e,loc1037,1037,Illegaliteitslaan West,62,huisvuil - loc1037,53.208,6.5528,POINT (232872.478 580782.893)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1f7d,loc1038,1038,Illegaliteitslaan Midden,63,huisvuil - loc1038,53.2084,6.5544,POINT (232979.371 580825.808)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1f7c,loc1039,1039,Verzetsstrijderslaan Oost,64,huisvuil - loc1039,53.2072,6.5542,POINT (232970.232 580688.75)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1f7b,Loc1040,1040,Oude Stationsweg / Hereweg,1329,huisvuil - Loc1040,53.2115,6.5702,POINT (234033.839 581193.628)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1f7a,loc1050,1050,Billitonstraat Noord,27,huisvuil - loc1050,53.2311,6.564,POINT (233584.734 583364.611)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1f79,loc1051,1051,Padangstraat Oost,28,huisvuil - loc1051,53.23,6.5664,POINT (233746.251 583249.263)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1f78,loc1052,1052,Atjehstraat Zuid,29,huisvuil - loc1052,53.2302,6.5649,POINT (233643.22 583259.822)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1f77,loc1052,1052,Atjehstraat Zuid,30,huisvuil - loc1052,53.2302,6.5649,POINT (233643.22 583259.822)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1f76,loc1053,1053,Atjehstraat Noord,31,huisvuil - loc1053,53.2304,6.5644,POINT (233611.454 583282.678)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1f75,loc1053,1053,Atjehstraat Noord,32,huisvuil - loc1053,53.2304,6.5644,POINT (233611.454 583282.678)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1f74,loc1054,1054,Padangstraat West,33,huisvuil - loc1054,53.2297,6.5656,POINT (233688.073 583212.692)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1f73,loc1054,1054,Padangstraat West,34,huisvuil - loc1054,53.2297,6.5656,POINT (233688.073 583212.692)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1f72,loc1055,1055,Billitonstraat Midden,35,huisvuil - loc1055,53.2302,6.5632,POINT (233528.928 583264.633)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1f71,loc1055,1055,Billitonstraat Midden,36,huisvuil - loc1055,53.2302,6.5632,POINT (233528.928 583264.633)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1f70,loc1056,1056,Sabangplein Noord,37,huisvuil - loc1056,53.2292,6.5632,POINT (233531.395 583154.476)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1f6f,loc1056,1056,Sabangplein Noord,38,huisvuil - loc1056,53.2292,6.5632,POINT (233531.395 583154.476)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1f6e,loc1057,1057,Billitonstraat Zuid,39,huisvuil - loc1057,53.2289,6.5622,POINT (233461.827 583119.948)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1f6d,loc1057,1057,Billitonstraat Zuid,40,huisvuil - loc1057,53.2289,6.5622,POINT (233461.827 583119.948)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1f6c,loc1058,1058,Sabangplein Zuid,41,huisvuil - loc1058,53.2292,6.5633,POINT (233538.164 583149.021)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1f6b,loc1058,1058,Sabangplein Zuid,42,huisvuil - loc1058,53.2292,6.5633,POINT (233538.164 583149.021)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1f6a,loc1059,1059,Riouwstraat,43,huisvuil - loc1059,53.2282,6.5631,POINT (233524.551 583041.941)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1f69,loc1059,1059,Riouwstraat,44,huisvuil - loc1059,53.2282,6.5631,POINT (233524.551 583041.941)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1f68,loc1060,1060,Bankastraat Noord,45,huisvuil - loc1060,53.2311,6.5628,POINT (233498.671 583358.753)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1f67,loc1061,1061,Eerste Hunzestraat,46,huisvuil - loc1061,53.2273,6.5619,POINT (233446.721 582940.492)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1f66,loc1061,1061,Eerste Hunzestraat,47,huisvuil - loc1061,53.2273,6.5619,POINT (233446.721 582940.492)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1f65,loc1062,1062,Bankastraat Midden,48,huisvuil - loc1062,53.2299,6.5618,POINT (233433.319 583229.681)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1f64,Loc1440,1440,Dirk Huizingastraat Oost,561,huisvuil - Loc1440,53.2218,6.5804,POINT (234693.625 582346.549)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1f63,loc1441,1441,Petrus Campersingel Noord,562,huisvuil - loc1441,53.222,6.5785,POINT (234569.108 582362.298)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1f62,loc1442,1442,Dirk Huizingastraat West,563,huisvuil - loc1442,53.2216,6.5796,POINT (234643.849 582326.802)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1f61,Loc1443,1443,Prof Rankestraat,564,huisvuil - Loc1443,53.2208,6.5809,POINT (234731.424 582242.544)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1f60,Loc1444,1444,Petrus Campersingel Zuid,565,huisvuil - Loc1444,53.2195,6.5788,POINT (234592.971 582091.096)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1f5f,Loc1444,1444,Petrus Campersingel Zuid,566,huisvuil - Loc1444,53.2195,6.5788,POINT (234592.971 582091.096)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1f5e,loc1445,1445,Damsterdiep West,567,huisvuil - loc1445,53.2194,6.5806,POINT (234711.967 582086.387)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1f5d,loc1446,1446,Holtstek,568,huisvuil - loc1446,53.2193,6.5815,POINT (234774.395 582068.498)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1f5c,Loc1447,1447,Eemskanaal NZ,569,huisvuil - Loc1447,53.2177,6.5814,POINT (234771.356 581889.238)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1f5b,Loc1448,1448,Balkgat,571,huisvuil - Loc1448,53.2191,6.5836,POINT (234912.353 582048.525)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1f5a,loc1449,1449,Prof Wiersmastraat,572,huisvuil - loc1449,53.2217,6.5817,POINT (234780.595 582339.086)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1f59,Loc1450,1450,Gorectkade Zuid Oost,573,huisvuil - Loc1450,53.223,6.5815,POINT (234762.945 582476.818)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1f58,loc1451,1451,Gorechtkade Midden Oost,574,huisvuil - loc1451,53.2241,6.5803,POINT (234681.314 582605.699)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1f57,Loc1452,1452,Gorechtkade Midden Oost,575,huisvuil - Loc1452,53.2259,6.5782,POINT (234535.735 582804.763)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1f56,Loc1453,1453,Gorechtkade Noord Oost,576,huisvuil - Loc1453,53.2269,6.577,POINT (234455.224 582906.951)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1f55,Loc1454,1454,Gorechtkade/Wielewaalplein,577,huisvuil - Loc1454,53.228,6.5755,POINT (234354.243 583035.518)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1f54,Loc1454,1454,Gorechtkade/Wielewaalplein,1053,huisvuil - Loc1454,53.228,6.5755,POINT (234354.243 583035.518)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1f53,Loc1454,1454,Gorechtkade/Wielewaalplein,1054,huisvuil - Loc1454,53.228,6.5755,POINT (234354.243 583035.518)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1f52,loc1455,1455,Zaagmuldersweg Noord,578,huisvuil - loc1455,53.229,6.5758,POINT (234374.534 583141.598)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1f51,loc1455,1455,Zaagmuldersweg Noord,1071,huisvuil - loc1455,53.229,6.5758,POINT (234374.534 583141.598)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1f50,Loc1456,1456,Merelstraat West,579,huisvuil - Loc1456,53.2282,6.5774,POINT (234478.208 583052.035)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1f4f,loc1457,1457,Zaagmuldersweg Noord,580,huisvuil - loc1457,53.2266,6.5789,POINT (234586.013 582874.607)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1f4e,loc1458,1458,Zaagmuldersweg Midden,581,huisvuil - loc1458,53.2247,6.5813,POINT (234750.365 582671.403)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1f4d,loc1459,1459,Goudsbloemstraat,582,huisvuil - loc1459,53.224,6.5822,POINT (234808.385 582596.674)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1f4c,loc1459,1459,Goudsbloemstraat,583,huisvuil - loc1459,53.224,6.5822,POINT (234808.385 582596.674)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1f4b,Loc1460,1460,Klaprooslaan (Treslinghuis),584,huisvuil - Loc1460,53.2261,6.5807,POINT (234704.319 582829.814)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1f4a,Loc1460,1460,Klaprooslaan (Treslinghuis),637,huisvuil - Loc1460,53.2261,6.5807,POINT (234704.319 582829.814)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1f49,loc1461,1461,Zaagmuldersweg Zuid,585,huisvuil - loc1461,53.2215,6.5837,POINT (234911.829 582321.227)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1f48,loc1461,1461,Zaagmuldersweg Zuid,586,huisvuil - loc1461,53.2215,6.5837,POINT (234911.829 582321.227)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1f47,Loc1462,1462,Damsterdiep Midden,587,huisvuil - Loc1462,53.2214,6.5861,POINT (235076.996 582311.729)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1f46,loc1463,1463,Slachthuisstraat,588,huisvuil - loc1463,53.222,6.5856,POINT (235043.882 582374.625)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1f45,loc1463,1463,Slachthuisstraat,589,huisvuil - loc1463,53.222,6.5856,POINT (235043.882 582374.625)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1f44,loc1464,1464,Hortensialaan,590,huisvuil - loc1464,53.2228,6.5864,POINT (235095.791 582466.764)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1f43,loc1464,1464,Hortensialaan,591,huisvuil - loc1464,53.2228,6.5864,POINT (235095.791 582466.764)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1f42,loc1465,1465,Zaagmuldersweg/Begoniastraat,592,huisvuil - loc1465,53.2228,6.5841,POINT (234938.29 582457.466)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1f41,loc1466,1466,Heesterpoort,593,huisvuil - loc1466,53.2235,6.5842,POINT (234944.193 582544.386)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1f40,loc1467,1467,Begoniastraat,594,huisvuil - loc1467,53.2233,6.5864,POINT (235090.244 582518.987)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1f3f,Loc1468,1468,Meidoornpad,595,huisvuil - Loc1468,53.2244,6.5854,POINT (235024.113 582639.216)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1f3e,Loc1469,1469,Lindenlaan,596,huisvuil - Loc1469,53.2252,6.585,POINT (234991.263 582726.605)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1f3d,Loc1469,1469,Lindenlaan,597,huisvuil - Loc1469,53.2252,6.585,POINT (234991.263 582726.605)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1f3c,loc1470,1470,Irislaan West,598,huisvuil - loc1470,53.2248,6.5828,POINT (234851.039 582683.091)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1f3b,loc1470,1470,Irislaan West,599,huisvuil - loc1470,53.2248,6.5828,POINT (234851.039 582683.091)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1f3a,loc1471,1471,Klaprooslaan West,600,huisvuil - loc1471,53.2257,6.5818,POINT (234779.293 582779.854)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1f39,loc1472,1472,Goudenregenplein,601,huisvuil - loc1472,53.2258,6.5843,POINT (234946.689 582795.99)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1f38,loc1472,1472,Goudenregenplein,602,huisvuil - loc1472,53.2258,6.5843,POINT (234946.689 582795.99)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1f37,loc1473,1473,Klaprooslaan Oost,603,huisvuil - loc1473,53.2273,6.5851,POINT (234999.283 582967.17)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1f36,loc1473,1473,Klaprooslaan Oost,604,huisvuil - loc1473,53.2273,6.5851,POINT (234999.283 582967.17)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1f35,loc1474,1474,Nachtegaalstraat Zuid,605,huisvuil - loc1474,53.229,6.5834,POINT (234880.596 583155.54)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1f34,loc1475,1475,Nachtegaalstraat Noord,606,huisvuil - loc1475,53.2301,6.582,POINT (234787.769 583275.328)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1f33,loc1476,1476,Merelstraat Midden,607,huisvuil - loc1476,53.2295,6.5805,POINT (234687.491 583200.201)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1f32,loc1477,1477,Vinkenstraat West,608,huisvuil - loc1477,53.2293,6.5781,POINT (234528.177 583180.868)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1f31,loc1478,1478,Vinkenstraat Oost,609,huisvuil - loc1478,53.2302,6.5801,POINT (234659.361 583285.444)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1f30,loc1478,1478,Vinkenstraat Oost,610,huisvuil - loc1478,53.2302,6.5801,POINT (234659.361 583285.444)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1f2f,loc1479,1479,Oliemuldersweg Noord,611,huisvuil - loc1479,53.2313,6.5819,POINT (234777.558 583407.619)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1f2e,loc1480,1480,Oliemuldersweg Midden,612,huisvuil - loc1480,53.2302,6.5833,POINT (234873.684 583290.111)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1f2d,loc1481,1481,Oliemuldersweg Midden,613,huisvuil - loc1481,53.2286,6.5849,POINT (234983.613 583106.048)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1f2c,loc1482,1482,Oliemuldersweg Midden,614,huisvuil - loc1482,53.2268,6.5867,POINT (235102.51 582905.44)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1f2b,Loc1483,1483,Irislaan oost,615,huisvuil - Loc1483,53.2258,6.5864,POINT (235086.259 582798.311)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1f2a,loc1484,1484,Oliemuldersweg/Stokroosplein,616,huisvuil - loc1484,53.225,6.5878,POINT (235180.457 582717.51)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1f29,loc1485,1485,Wingerdhoek/Graspad,617,huisvuil - loc1485,53.2242,6.5882,POINT (235206.688 582626.672)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1f28,loc1486,1486,Oliemuldersweg Midden,618,huisvuil - loc1486,53.2234,6.5885,POINT (235232.865 582539.173)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1f27,loc1487,1487,Oliemuldersweg Zuid,619,huisvuil - loc1487,53.2227,6.5888,POINT (235250.23 582459.319)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1f26,loc1488,1488,Damsterdiep Midden,620,huisvuil - loc1488,53.2231,6.5918,POINT (235452.51 582507.221)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1f25,loc1489,1489,Damsterdiep Oost,621,huisvuil - loc1489,53.2244,6.5927,POINT (235512.902 582650.71)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1f24,loc1490,1490,Pioenstraat Zuid,622,huisvuil - loc1490,53.2241,6.5905,POINT (235363.219 582613.701)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1f23,loc1491,1491,Pioenstraat Midden,623,huisvuil - loc1491,53.2256,6.5897,POINT (235310.418 582775.333)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1f22,loc1492,1492,Hyacintstraat,624,huisvuil - loc1492,53.2257,6.5908,POINT (235382.929 582793.241)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1f21,loc1493,1493,Florakade Zuid,625,huisvuil - loc1493,53.2259,6.592,POINT (235458.037 582815.645)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1f20,loc1494,1494,Crocusstraat,626,huisvuil - loc1494,53.227,6.5899,POINT (235317.127 582933.507)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1f1f,loc1495,1495,Pioenstraat Noord,627,huisvuil - loc1495,53.2274,6.5883,POINT (235210.894 582975.146)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1f1e,loc1496,1496,Florakade Noord,628,huisvuil - loc1496,53.2281,6.59,POINT (235319.775 583054.88)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1f1d,loc1497,1497,Asterstraat,629,huisvuil - loc1497,53.2285,6.5882,POINT (235200.096 583101.861)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1f1c,loc1498,1498,Thomassen a Theussinklaan Oost,630,huisvuil - loc1498,53.2278,6.5744,POINT (234281.805 583013.175)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1f1b,Loc1499,1499,Parkzijde,978,huisvuil - Loc1499,53.2269,6.582,POINT (234793.012 582919.22)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1f1a,loc1500,1500,Merelstraat midden,979,huisvuil - loc1500,53.2289,6.5794,POINT (234614.367 583138.882)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1f19,loc1718,1718,Gedempte Kattendiep West,837,huisvuil - loc1718,53.2165,6.5718,POINT (234131.549 581752.896)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1f18,Loc1719,1719,Kostersgang,838,huisvuil - Loc1719,53.2161,6.5733,POINT (234227.185 581706.606)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1f17,Loc1719,1719,Kostersgang,839,huisvuil - Loc1719,53.2161,6.5733,POINT (234227.185 581706.606)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1f16,Loc1720,1720,Kleine der A,840,huisvuil - Loc1720,53.2159,6.5597,POINT (233320.434 581671.729)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1f15,loc1721,1721,Schuitemakersstraat,841,huisvuil - loc1721,53.216,6.5614,POINT (233435.232 581679.164)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1f14,loc1721,1721,Schuitemakersstraat,842,huisvuil - loc1721,53.216,6.5614,POINT (233435.232 581679.164)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1f13,loc1722,1722,Kleine Pelsterstraat,843,huisvuil - loc1722,53.2158,6.5677,POINT (233856.407 581663.784)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1f12,loc1722,1722,Kleine Pelsterstraat,844,huisvuil - loc1722,53.2158,6.5677,POINT (233856.407 581663.784)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1f11,Loc1723,1723,Trompstraat,845,huisvuil - Loc1723,53.2157,6.5748,POINT (234327.426 581664.846)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1f10,Loc1723,1723,Trompstraat,846,huisvuil - Loc1723,53.2157,6.5748,POINT (234327.426 581664.846)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1f0f,loc1724,1724,Rademarkt,847,huisvuil - loc1724,53.2154,6.5719,POINT (234135.732 581620.506)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1f0e,loc1725,1725,Tweede Drift Gedempte Zuiderdiep,848,huisvuil - loc1725,53.2152,6.5701,POINT (234019.799 581600.791)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1f0d,Loc1726,1726,Gedempte Zuiderdiep/hoek Herestraat,849,huisvuil - Loc1726,53.215,6.5684,POINT (233907.91 581578.92)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1f0c,Loc1727,1727,Zuiderkuipen,850,huisvuil - Loc1727,53.215,6.5611,POINT (233416.213 581575.336)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1f0b,Loc1727,1727,Zuiderkuipen,1162,huisvuil - Loc1727,53.215,6.5611,POINT (233416.213 581575.336)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1f0a,Loc1727,1727,Zuiderkuipen,1341,huisvuil - Loc1727,53.215,6.5611,POINT (233416.213 581575.336)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1f09,loc1728,1728,Praediniussingel West,851,huisvuil - loc1728,53.2147,6.5596,POINT (233317.284 581536.994)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1f08,Loc1729,1729,Gedempte Zuiderdiep/Schoolholm,852,huisvuil - Loc1729,53.2146,6.5635,POINT (233575.321 581528.955)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1f07,Loc1729,1729,Gedempte Zuiderdiep/Schoolholm,853,huisvuil - Loc1729,53.2146,6.5635,POINT (233575.321 581528.955)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1f06,Loc1730,1730,Gedempte Zuiderdiep/Folkingestraat,854,huisvuil - Loc1730,53.2145,6.565,POINT (233680.32 581522.879)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1f05,Loc1730,1730,Gedempte Zuiderdiep/Folkingestraat,855,huisvuil - Loc1730,53.2145,6.565,POINT (233680.32 581522.879)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1f04,loc1731,1731,Ged. Zuiderdiep/Kleine Haddingestraat,856,huisvuil - loc1731,53.2145,6.5661,POINT (233752.516 581520.72)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1f03,loc1731,1731,Ged. Zuiderdiep/Kleine Haddingestraat,857,huisvuil - loc1731,53.2145,6.5661,POINT (233752.516 581520.72)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1f02,loc1732,1732,Herebinnensingel,858,huisvuil - loc1732,53.2142,6.5695,POINT (233976.946 581484.326)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1f01,loc1732,1732,Herebinnensingel,859,huisvuil - loc1732,53.2142,6.5695,POINT (233976.946 581484.326)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1f00,Loc1733,1733,Stationsstraat,860,huisvuil - Loc1733,53.2137,6.5626,POINT (233518.174 581427.844)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1eff,Loc1733,1733,Stationsstraat,869,huisvuil - Loc1733,53.2137,6.5626,POINT (233518.174 581427.844)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1efe,loc1734,1734,Praediniussingel Oost,861,huisvuil - loc1734,53.2137,6.5603,POINT (233363.255 581421.98)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1efd,loc1735,1735,Heresingel,862,huisvuil - loc1735,53.2137,6.5713,POINT (234102.087 581431.839)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1efc,loc1736,1736,Ubbo Emmiussingel Oost,863,huisvuil - loc1736,53.2127,6.567,POINT (233817.902 581322.546)
Containers_Huisvuil.fid--1ac4f5d2_1879916fbb5_-1efb,loc1737,1737,Ubbo Emmiussingel West,864,huisvuil - loc1737,53.2126,6.5648,POINT (233668.433 581310.083)
