FID,NAAMPLAATSINGSADRES,CLUSTERCODE,CLUSTEROMSCHRIJVING,CONTAINERCODE,FRACTIE,LATITUDE,LONGITUDE,GEOM
Containers_Glas.fid--1ac4f5d2_1879916fbb5_-20f1,Loc3555,3555,Korreweg/Eyssoniusplein,G136,glas - Loc3555,53.2283,6.5647,POINT (233630.561 583053.691)
Containers_Glas.fid--1ac4f5d2_1879916fbb5_-20f0,loc3556,3556,Boterdiep t.o. nr 20,G140,glas - loc3556,53.2231,6.5658,POINT (233712.766 582479.561)
Containers_Glas.fid--1ac4f5d2_1879916fbb5_-20ef,Loc3557,3557,Oude Ebbingestraat,G142,glas - Loc3557,53.2201,6.5665,POINT (233770.976 582147.696)
Containers_Glas.fid--1ac4f5d2_1879916fbb5_-20ee,Loc3557,3557,Oude Ebbingestraat,G144,glas - Loc3557,53.2201,6.5665,POINT (233770.976 582147.696)
Containers_Glas.fid--1ac4f5d2_1879916fbb5_-20ed,Loc3558,3558,Curacaostraat/Oosterhamriklaan,G146,glas - Loc3558,53.2366,6.567,POINT (233771.643 583982.102)
Containers_Glas.fid--1ac4f5d2_1879916fbb5_-20ec,Loc3559,3559,Molenstreek,G148,glas - Loc3559,53.243,6.5673,POINT (233782.035 584692.436)
Containers_Glas.fid--1ac4f5d2_1879916fbb5_-20eb,loc3561,3561,Achterweg,G152,glas - loc3561,53.2088,6.5675,POINT (233858.417 580889.103)
Containers_Glas.fid--1ac4f5d2_1879916fbb5_-20ea,loc3563,3563,Paterswoldseweg t.o. century,G154,glas - loc3563,53.2028,6.5592,POINT (233310.115 580212.299)
Containers_Glas.fid--1ac4f5d2_1879916fbb5_-20e9,loc3564,3564,Gedempte Zuiderdiep/Herestraat,G472,glas - loc3564,53.215,6.5684,POINT (233901.916 581577.708)
Containers_Glas.fid--1ac4f5d2_1879916fbb5_-20e8,Loc3565,3565,Barestraat,G158,glas - Loc3565,53.2084,6.5686,POINT (233931.93 580848.01)
Containers_Glas.fid--1ac4f5d2_1879916fbb5_-20e7,Loc3565,3565,Barestraat,G160,glas - Loc3565,53.2084,6.5686,POINT (233931.93 580848.01)
Containers_Glas.fid--1ac4f5d2_1879916fbb5_-20e6,loc3566,3566,Floresplein,G162,glas - loc3566,53.2323,6.5696,POINT (233951.844 583500.855)
Containers_Glas.fid--1ac4f5d2_1879916fbb5_-20e5,loc3568,3568,Van Lenneplaan,G166,glas - loc3568,53.1955,6.5683,POINT (233935.471 579409.955)
Containers_Glas.fid--1ac4f5d2_1879916fbb5_-20e4,loc3568,3568,Van Lenneplaan,G168,glas - loc3568,53.1955,6.5683,POINT (233935.471 579409.955)
Containers_Glas.fid--1ac4f5d2_1879916fbb5_-20e3,loc3568,3568,Van Lenneplaan,G216,glas - loc3568,53.1955,6.5683,POINT (233935.471 579409.955)
Containers_Glas.fid--1ac4f5d2_1879916fbb5_-20e2,loc3569,3569,Gedempte Zuiderdiep bij de Albert Heijn,G170,glas - loc3569,53.2153,6.5697,POINT (233992.916 581610.368)
Containers_Glas.fid--1ac4f5d2_1879916fbb5_-20e1,loc3570,3570,St. Jansstraat,G172,glas - loc3570,53.2195,6.5703,POINT (234024.554 582083.954)
Containers_Glas.fid--1ac4f5d2_1879916fbb5_-20e0,loc3570,3570,St. Jansstraat,G174,glas - loc3570,53.2195,6.5703,POINT (234024.554 582083.954)
Containers_Glas.fid--1ac4f5d2_1879916fbb5_-20df,loc3571,3571,De Merodelaan/Vestdijk-/Bordewijklaan,G176,glas - loc3571,53.1907,6.5704,POINT (234082.689 578871.411)
Containers_Glas.fid--1ac4f5d2_1879916fbb5_-20de,loc3571,3571,De Merodelaan/Vestdijk-/Bordewijklaan,G178,glas - loc3571,53.1907,6.5704,POINT (234082.689 578871.411)
