FID,NAAMPLAATSINGSADRES,CLUSTERCODE,CLUSTEROMSCHRIJVING,CONTAINERCODE,FRACTIE,LATITUDE,LONGITUDE,GEOM
Containers_Papier.fid--1ac4f5d2_1879916fbb5_-1b70,Loc3538,3538,B S F von Suttnerstraat,P190,papier - Loc3538,53.1877,6.5545,POINT (233025.36 578524.695)
Containers_Papier.fid--1ac4f5d2_1879916fbb5_-1b6f,Loc3538,3538,B S F von Suttnerstraat,P192,papier - Loc3538,53.1877,6.5545,POINT (233025.36 578524.695)
Containers_Papier.fid--1ac4f5d2_1879916fbb5_-1b6e,Loc3538,3538,B S F von Suttnerstraat,P618,papier - Loc3538,53.1877,6.5545,POINT (233025.36 578524.695)
Containers_Papier.fid--1ac4f5d2_1879916fbb5_-1b6d,loc3544,3544,Nieuwe Kijk in 't Jatstraat,P28,papier - loc3544,53.2238,6.5583,POINT (233214.029 582544.893)
Containers_Papier.fid--1ac4f5d2_1879916fbb5_-1b6c,loc3544,3544,Nieuwe Kijk in 't Jatstraat,P619,papier - loc3544,53.2238,6.5583,POINT (233214.029 582544.893)
Containers_Papier.fid--1ac4f5d2_1879916fbb5_-1b6b,Loc3545,3545,M K Ghandhiplein,P194,papier - Loc3545,53.1866,6.5578,POINT (233249.869 578409.238)
Containers_Papier.fid--1ac4f5d2_1879916fbb5_-1b6a,loc3546,3546,Asingastraat,P94,papier - loc3546,53.233,6.5594,POINT (233273.527 583567.688)
Containers_Papier.fid--1ac4f5d2_1879916fbb5_-1b69,loc3546,3546,Asingastraat,P96,papier - loc3546,53.233,6.5594,POINT (233273.527 583567.688)
Containers_Papier.fid--1ac4f5d2_1879916fbb5_-1b68,loc3546,3546,Asingastraat,P305,papier - loc3546,53.233,6.5594,POINT (233273.527 583567.688)
Containers_Papier.fid--1ac4f5d2_1879916fbb5_-1b67,loc3548,3548,Overwinningsplein,P200,papier - loc3548,53.1982,6.5607,POINT (233418.049 579699.809)
Containers_Papier.fid--1ac4f5d2_1879916fbb5_-1b66,loc3548,3548,Overwinningsplein,P202,papier - loc3548,53.1982,6.5607,POINT (233418.049 579699.809)
Containers_Papier.fid--1ac4f5d2_1879916fbb5_-1b65,loc3548,3548,Overwinningsplein,P636,papier - loc3548,53.1982,6.5607,POINT (233418.049 579699.809)
Containers_Papier.fid--1ac4f5d2_1879916fbb5_-1b64,Loc3549,3549,Westinghousestraat,P210,papier - Loc3549,53.207,6.5592,POINT (233304.549 580677.479)
Containers_Papier.fid--1ac4f5d2_1879916fbb5_-1b63,Loc3550,3550,Schaaksport,P360,papier - Loc3550,53.1917,6.5598,POINT (233371.023 578975.539)
Containers_Papier.fid--1ac4f5d2_1879916fbb5_-1b62,Loc3550,3550,Schaaksport,P196,papier - Loc3550,53.1917,6.5598,POINT (233371.023 578975.539)
Containers_Papier.fid--1ac4f5d2_1879916fbb5_-1b61,Loc3554,3554,Gedempte Zuiderdiep 105,P298,papier - Loc3554,53.2146,6.564,POINT (233613.396 581529.577)
Containers_Papier.fid--1ac4f5d2_1879916fbb5_-1b60,Loc3554,3554,Gedempte Zuiderdiep 105,P264,papier - Loc3554,53.2146,6.564,POINT (233613.396 581529.577)
Containers_Papier.fid--1ac4f5d2_1879916fbb5_-1b5f,Loc3555,3555,Korreweg/Eyssoniusplein,P30,papier - Loc3555,53.2283,6.5647,POINT (233630.561 583053.691)
Containers_Papier.fid--1ac4f5d2_1879916fbb5_-1b5e,Loc3555,3555,Korreweg/Eyssoniusplein,P32,papier - Loc3555,53.2283,6.5647,POINT (233630.561 583053.691)
Containers_Papier.fid--1ac4f5d2_1879916fbb5_-1b5d,Loc3555,3555,Korreweg/Eyssoniusplein,P459,papier - Loc3555,53.2283,6.5647,POINT (233630.561 583053.691)
Containers_Papier.fid--1ac4f5d2_1879916fbb5_-1b5c,loc3556,3556,Boterdiep t.o. nr 20,P464,papier - loc3556,53.2231,6.5658,POINT (233712.766 582479.561)
Containers_Papier.fid--1ac4f5d2_1879916fbb5_-1b5b,loc3556,3556,Boterdiep t.o. nr 20,P466,papier - loc3556,53.2231,6.5658,POINT (233712.766 582479.561)
Containers_Papier.fid--1ac4f5d2_1879916fbb5_-1b5a,loc3556,3556,Boterdiep t.o. nr 20,P260,papier - loc3556,53.2231,6.5658,POINT (233712.766 582479.561)
Containers_Papier.fid--1ac4f5d2_1879916fbb5_-1b59,Loc3557,3557,Oude Ebbingestraat,P20,papier - Loc3557,53.2201,6.5665,POINT (233770.976 582147.696)
Containers_Papier.fid--1ac4f5d2_1879916fbb5_-1b58,Loc3557,3557,Oude Ebbingestraat,P22,papier - Loc3557,53.2201,6.5665,POINT (233770.976 582147.696)
Containers_Papier.fid--1ac4f5d2_1879916fbb5_-1b57,Loc3557,3557,Oude Ebbingestraat,P642,papier - Loc3557,53.2201,6.5665,POINT (233770.976 582147.696)
Containers_Papier.fid--1ac4f5d2_1879916fbb5_-1b56,Loc3558,3558,Curacaostraat/Oosterhamriklaan,P406,papier - Loc3558,53.2366,6.567,POINT (233771.643 583982.102)
Containers_Papier.fid--1ac4f5d2_1879916fbb5_-1b55,Loc3558,3558,Curacaostraat/Oosterhamriklaan,P36,papier - Loc3558,53.2366,6.567,POINT (233771.643 583982.102)
Containers_Papier.fid--1ac4f5d2_1879916fbb5_-1b54,Loc3558,3558,Curacaostraat/Oosterhamriklaan,P38,papier - Loc3558,53.2366,6.567,POINT (233771.643 583982.102)
Containers_Papier.fid--1ac4f5d2_1879916fbb5_-1b53,loc3560,3560,Rivierenhof,P214,papier - loc3560,53.206,6.5664,POINT (233788.102 580571.833)
Containers_Papier.fid--1ac4f5d2_1879916fbb5_-1b52,loc3560,3560,Rivierenhof,P441,papier - loc3560,53.206,6.5664,POINT (233788.102 580571.833)
Containers_Papier.fid--1ac4f5d2_1879916fbb5_-1b51,loc3561,3561,Achterweg,P212,papier - loc3561,53.2088,6.5675,POINT (233858.417 580889.103)
Containers_Papier.fid--1ac4f5d2_1879916fbb5_-1b50,loc3561,3561,Achterweg,P498,papier - loc3561,53.2088,6.5675,POINT (233858.417 580889.103)
Containers_Papier.fid--1ac4f5d2_1879916fbb5_-1b4f,loc3563,3563,Paterswoldseweg t.o. century,P270,papier - loc3563,53.2028,6.5592,POINT (233310.115 580212.299)
Containers_Papier.fid--1ac4f5d2_1879916fbb5_-1b4e,loc3564,3564,Gedempte Zuiderdiep/Herestraat,P380,papier - loc3564,53.215,6.5684,POINT (233901.916 581577.708)
Containers_Papier.fid--1ac4f5d2_1879916fbb5_-1b4d,loc3564,3564,Gedempte Zuiderdiep/Herestraat,P902,papier - loc3564,53.215,6.5684,POINT (233901.916 581577.708)
Containers_Papier.fid--1ac4f5d2_1879916fbb5_-1b4c,loc3564,3564,Gedempte Zuiderdiep/Herestraat,P903,papier - loc3564,53.215,6.5684,POINT (233901.916 581577.708)
Containers_Papier.fid--1ac4f5d2_1879916fbb5_-1b4b,Loc3565,3565,Barestraat,P216,papier - Loc3565,53.2084,6.5686,POINT (233931.93 580848.01)
Containers_Papier.fid--1ac4f5d2_1879916fbb5_-1b4a,Loc3565,3565,Barestraat,P310,papier - Loc3565,53.2084,6.5686,POINT (233931.93 580848.01)
Containers_Papier.fid--1ac4f5d2_1879916fbb5_-1b49,Loc3565,3565,Barestraat,P348,papier - Loc3565,53.2084,6.5686,POINT (233931.93 580848.01)
Containers_Papier.fid--1ac4f5d2_1879916fbb5_-1b48,Loc3565,3565,Barestraat,P218,papier - Loc3565,53.2084,6.5686,POINT (233931.93 580848.01)
Containers_Papier.fid--1ac4f5d2_1879916fbb5_-1b47,loc3566,3566,Floresplein,P40,papier - loc3566,53.2323,6.5696,POINT (233951.844 583500.855)
Containers_Papier.fid--1ac4f5d2_1879916fbb5_-1b46,loc3566,3566,Floresplein,P42,papier - loc3566,53.2323,6.5696,POINT (233951.844 583500.855)
Containers_Papier.fid--1ac4f5d2_1879916fbb5_-1b45,loc3566,3566,Floresplein,P426,papier - loc3566,53.2323,6.5696,POINT (233951.844 583500.855)
Containers_Papier.fid--1ac4f5d2_1879916fbb5_-1b44,loc3568,3568,Van Lenneplaan,P244,papier - loc3568,53.1955,6.5683,POINT (233935.471 579409.955)
Containers_Papier.fid--1ac4f5d2_1879916fbb5_-1b43,loc3568,3568,Van Lenneplaan,P358,papier - loc3568,53.1955,6.5683,POINT (233935.471 579409.955)
Containers_Papier.fid--1ac4f5d2_1879916fbb5_-1b42,loc3568,3568,Van Lenneplaan,P330,papier - loc3568,53.1955,6.5683,POINT (233935.471 579409.955)
Containers_Papier.fid--1ac4f5d2_1879916fbb5_-1b41,loc3568,3568,Van Lenneplaan,P246,papier - loc3568,53.1955,6.5683,POINT (233935.471 579409.955)
Containers_Papier.fid--1ac4f5d2_1879916fbb5_-1b40,loc3570,3570,St. Jansstraat,P16,papier - loc3570,53.2195,6.5703,POINT (234024.554 582083.954)
Containers_Papier.fid--1ac4f5d2_1879916fbb5_-1b3f,loc3570,3570,St. Jansstraat,P350,papier - loc3570,53.2195,6.5703,POINT (234024.554 582083.954)
Containers_Papier.fid--1ac4f5d2_1879916fbb5_-1b3e,loc3570,3570,St. Jansstraat,P272,papier - loc3570,53.2195,6.5703,POINT (234024.554 582083.954)
Containers_Papier.fid--1ac4f5d2_1879916fbb5_-1b3d,loc3571,3571,De Merodelaan/Vestdijk-/Bordewijklaan,P250,papier - loc3571,53.1907,6.5704,POINT (234082.689 578871.411)
Containers_Papier.fid--1ac4f5d2_1879916fbb5_-1b3c,loc3571,3571,De Merodelaan/Vestdijk-/Bordewijklaan,P362,papier - loc3571,53.1907,6.5704,POINT (234082.689 578871.411)
Containers_Papier.fid--1ac4f5d2_1879916fbb5_-1b3b,loc3572,3572,Turfsingel,P18,papier - loc3572,53.2212,6.5723,POINT (234156.373 582274.235)
Containers_Papier.fid--1ac4f5d2_1879916fbb5_-1b3a,loc3572,3572,Turfsingel,P19,papier - loc3572,53.2212,6.5723,POINT (234156.373 582274.235)
Containers_Papier.fid--1ac4f5d2_1879916fbb5_-1b39,loc3574,3574,Rademarkt,P12,papier - loc3574,53.2153,6.5718,POINT (234132.429 581618.225)
Containers_Papier.fid--1ac4f5d2_1879916fbb5_-1b38,loc3574,3574,Rademarkt,P364,papier - loc3574,53.2153,6.5718,POINT (234132.429 581618.225)
Containers_Papier.fid--1ac4f5d2_1879916fbb5_-1b37,Loc3576,3576,Heymanslaan,P664,papier - Loc3576,53.229,6.5739,POINT (234246.883 583146.172)
Containers_Papier.fid--1ac4f5d2_1879916fbb5_-1b36,Loc3576,3576,Heymanslaan,P665,papier - Loc3576,53.229,6.5739,POINT (234246.883 583146.172)
Containers_Papier.fid--1ac4f5d2_1879916fbb5_-1b35,Loc3577,3577,Hora Siccamasingel/P C Hooftlaan,P248,papier - Loc3577,53.196,6.5752,POINT (234390.441 579465.297)
Containers_Papier.fid--1ac4f5d2_1879916fbb5_-1b34,Loc3577,3577,Hora Siccamasingel/P C Hooftlaan,P378,papier - Loc3577,53.196,6.5752,POINT (234390.441 579465.297)
Containers_Papier.fid--1ac4f5d2_1879916fbb5_-1b33,Loc3578,3578,Zaagmuldersweg,P44,papier - Loc3578,53.2283,6.5768,POINT (234438.516 583069.189)
Containers_Papier.fid--1ac4f5d2_1879916fbb5_-1b32,Loc3578,3578,Zaagmuldersweg,P433,papier - Loc3578,53.2283,6.5768,POINT (234438.516 583069.189)
Containers_Papier.fid--1ac4f5d2_1879916fbb5_-1b31,Loc3578,3578,Zaagmuldersweg,P431,papier - Loc3578,53.2283,6.5768,POINT (234438.516 583069.189)
Containers_Papier.fid--1ac4f5d2_1879916fbb5_-1b30,Loc3578,3578,Zaagmuldersweg,P46,papier - Loc3578,53.2283,6.5768,POINT (234438.516 583069.189)
Containers_Papier.fid--1ac4f5d2_1879916fbb5_-1b2f,loc3579,3579,Waterloolaan,P230,papier - loc3579,53.2062,6.5742,POINT (234309.472 580605.995)
Containers_Papier.fid--1ac4f5d2_1879916fbb5_-1b2e,loc3579,3579,Waterloolaan,P620,papier - loc3579,53.2062,6.5742,POINT (234309.472 580605.995)
Containers_Papier.fid--1ac4f5d2_1879916fbb5_-1b2d,loc3580,3580,Cuypersweg,P84,papier - loc3580,53.2458,6.5788,POINT (234543.168 585018.864)
Containers_Papier.fid--1ac4f5d2_1879916fbb5_-1b2c,loc3580,3580,Cuypersweg,P408,papier - loc3580,53.2458,6.5788,POINT (234543.168 585018.864)
Containers_Papier.fid--1ac4f5d2_1879916fbb5_-1b2b,loc3580,3580,Cuypersweg,P410,papier - loc3580,53.2458,6.5788,POINT (234543.168 585018.864)
Containers_Papier.fid--1ac4f5d2_1879916fbb5_-1b2a,loc3580,3580,Cuypersweg,P86,papier - loc3580,53.2458,6.5788,POINT (234543.168 585018.864)
Containers_Papier.fid--1ac4f5d2_1879916fbb5_-1b29,loc3581,3581,Oosterkade,P10,papier - loc3581,53.2168,6.5776,POINT (234517.142 581788.191)
Containers_Papier.fid--1ac4f5d2_1879916fbb5_-1b28,loc3581,3581,Oosterkade,P621,papier - loc3581,53.2168,6.5776,POINT (234517.142 581788.191)
Containers_Papier.fid--1ac4f5d2_1879916fbb5_-1b27,Loc3582,3582,Palmslag hoek Meeuwerderweg,P222,papier - Loc3582,53.2136,6.5782,POINT (234563.128 581431.646)
Containers_Papier.fid--1ac4f5d2_1879916fbb5_-1b26,Loc3582,3582,Palmslag hoek Meeuwerderweg,P224,papier - Loc3582,53.2136,6.5782,POINT (234563.128 581431.646)
Containers_Papier.fid--1ac4f5d2_1879916fbb5_-1b25,Loc3582,3582,Palmslag hoek Meeuwerderweg,P418,papier - Loc3582,53.2136,6.5782,POINT (234563.128 581431.646)
Containers_Papier.fid--1ac4f5d2_1879916fbb5_-1b24,Loc3584,3584,Winkelcentrum Helperplein,P238,papier - Loc3584,53.1979,6.5787,POINT (234621.429 579685.05)
Containers_Papier.fid--1ac4f5d2_1879916fbb5_-1b23,Loc3584,3584,Winkelcentrum Helperplein,P356,papier - Loc3584,53.1979,6.5787,POINT (234621.429 579685.05)
Containers_Papier.fid--1ac4f5d2_1879916fbb5_-1b22,Loc3584,3584,Winkelcentrum Helperplein,P240,papier - Loc3584,53.1979,6.5787,POINT (234621.429 579685.05)
Containers_Papier.fid--1ac4f5d2_1879916fbb5_-1b21,Loc3584,3584,Winkelcentrum Helperplein,P242,papier - Loc3584,53.1979,6.5787,POINT (234621.429 579685.05)
Containers_Papier.fid--1ac4f5d2_1879916fbb5_-1b20,Loc3585,3585,Esperantostraat,P290,papier - Loc3585,53.2086,6.5806,POINT (234733.225 580884.59)
Containers_Papier.fid--1ac4f5d2_1879916fbb5_-1b1f,Loc3585,3585,Esperantostraat,P354,papier - Loc3585,53.2086,6.5806,POINT (234733.225 580884.59)
Containers_Papier.fid--1ac4f5d2_1879916fbb5_-1b1e,Loc3585,3585,Esperantostraat,P292,papier - Loc3585,53.2086,6.5806,POINT (234733.225 580884.59)
Containers_Papier.fid--1ac4f5d2_1879916fbb5_-1b1d,loc3587,3587,Zaagmuldersweg,P48,papier - loc3587,53.2241,6.582,POINT (234796.217 582605.377)
Containers_Papier.fid--1ac4f5d2_1879916fbb5_-1b1c,loc3587,3587,Zaagmuldersweg,P513,papier - loc3587,53.2241,6.582,POINT (234796.217 582605.377)
Containers_Papier.fid--1ac4f5d2_1879916fbb5_-1b1b,loc3588,3588,Helper Oostsingel,P328,papier - loc3588,53.2014,6.5821,POINT (234846.155 580079.467)
Containers_Papier.fid--1ac4f5d2_1879916fbb5_-1b1a,loc3590,3590,Emmastraat,P232,papier - loc3590,53.1981,6.5821,POINT (234850.318 579707.762)
Containers_Papier.fid--1ac4f5d2_1879916fbb5_-1b19,loc3590,3590,Emmastraat,P460,papier - loc3590,53.1981,6.5821,POINT (234850.318 579707.762)
Containers_Papier.fid--1ac4f5d2_1879916fbb5_-1b18,Loc3591,3591,Linnaeusplein,P58,papier - Loc3591,53.2227,6.5831,POINT (234874.343 582446.386)
Containers_Papier.fid--1ac4f5d2_1879916fbb5_-1b17,Loc3591,3591,Linnaeusplein,P643,papier - Loc3591,53.2227,6.5831,POINT (234874.343 582446.386)
Containers_Papier.fid--1ac4f5d2_1879916fbb5_-1b16,Loc3591,3591,Linnaeusplein,P644,papier - Loc3591,53.2227,6.5831,POINT (234874.343 582446.386)
Containers_Papier.fid--1ac4f5d2_1879916fbb5_-1b15,Loc3592,3592,Zaagmuldersweg,P50,papier - Loc3592,53.2211,6.5833,POINT (234888.581 582272.978)
Containers_Papier.fid--1ac4f5d2_1879916fbb5_-1b14,Loc3592,3592,Zaagmuldersweg,P352,papier - Loc3592,53.2211,6.5833,POINT (234888.581 582272.978)
Containers_Papier.fid--1ac4f5d2_1879916fbb5_-1b13,loc3593,3593,Winschoterdiep OZ,P228,papier - loc3593,53.2107,6.5832,POINT (234898.419 581117.74)
Containers_Papier.fid--1ac4f5d2_1879916fbb5_-1b12,loc3593,3593,Winschoterdiep OZ,P509,papier - loc3593,53.2107,6.5832,POINT (234898.419 581117.74)
Containers_Papier.fid--1ac4f5d2_1879916fbb5_-1b11,Loc3594,3594,Klaprooslaan,P52,papier - Loc3594,53.2273,6.5848,POINT (234977.284 582964.578)
Containers_Papier.fid--1ac4f5d2_1879916fbb5_-1b10,Loc3594,3594,Klaprooslaan,P346,papier - Loc3594,53.2273,6.5848,POINT (234977.284 582964.578)
Containers_Papier.fid--1ac4f5d2_1879916fbb5_-1b0f,Loc3596,3596,Stoepemaheerd/bussluis,P88,papier - Loc3596,53.2464,6.5893,POINT (235242.287 585095.041)
Containers_Papier.fid--1ac4f5d2_1879916fbb5_-1b0e,Loc3596,3596,Stoepemaheerd/bussluis,P412,papier - Loc3596,53.2464,6.5893,POINT (235242.287 585095.041)
Containers_Papier.fid--1ac4f5d2_1879916fbb5_-1b0d,Loc3596,3596,Stoepemaheerd/bussluis,P294,papier - Loc3596,53.2464,6.5893,POINT (235242.287 585095.041)
Containers_Papier.fid--1ac4f5d2_1879916fbb5_-1b0c,Loc3596,3596,Stoepemaheerd/bussluis,P90,papier - Loc3596,53.2464,6.5893,POINT (235242.287 585095.041)
Containers_Papier.fid--1ac4f5d2_1879916fbb5_-1b0b,loc3597,3597,De Savorin Lohmanlaan,P234,papier - loc3597,53.1971,6.5904,POINT (235410.76 579609.119)
Containers_Papier.fid--1ac4f5d2_1879916fbb5_-1b0a,loc3597,3597,De Savorin Lohmanlaan,P236,papier - loc3597,53.1971,6.5904,POINT (235410.76 579609.119)
Containers_Papier.fid--1ac4f5d2_1879916fbb5_-1b09,loc3597,3597,De Savorin Lohmanlaan,P284,papier - loc3597,53.1971,6.5904,POINT (235410.76 579609.119)
Containers_Papier.fid--1ac4f5d2_1879916fbb5_-1b08,loc3597,3597,De Savorin Lohmanlaan,P487,papier - loc3597,53.1971,6.5904,POINT (235410.76 579609.119)
Containers_Papier.fid--1ac4f5d2_1879916fbb5_-1b07,Loc3603,3603,Madeliefstraat,P54,papier - Loc3603,53.2269,6.5994,POINT (235954.302 582937.508)
Containers_Papier.fid--1ac4f5d2_1879916fbb5_-1b06,Loc3603,3603,Madeliefstraat,P56,papier - Loc3603,53.2269,6.5994,POINT (235954.302 582937.508)
Containers_Papier.fid--1ac4f5d2_1879916fbb5_-1b05,Loc3603,3603,Madeliefstraat,P624,papier - Loc3603,53.2269,6.5994,POINT (235954.302 582937.508)
Containers_Papier.fid--1ac4f5d2_1879916fbb5_-1b04,loc3604,3604,Claremaheerd,P92,papier - loc3604,53.2486,6.6007,POINT (236000.476 585349.301)
Containers_Papier.fid--1ac4f5d2_1879916fbb5_-1b03,loc3604,3604,Claremaheerd,P282,papier - loc3604,53.2486,6.6007,POINT (236000.476 585349.301)
Containers_Papier.fid--1ac4f5d2_1879916fbb5_-1b02,loc3605,3605,Driebondsweg,P152,papier - loc3605,53.2213,6.6009,POINT (236065.681 582313.814)
Containers_Papier.fid--1ac4f5d2_1879916fbb5_-1b01,loc3608,3608,Lichtboei,P66,papier - loc3608,53.2345,6.6129,POINT (236840.124 583795.129)
Containers_Papier.fid--1ac4f5d2_1879916fbb5_-1b00,Loc3609,3609,Waterland,P76,papier - Loc3609,53.2408,6.6156,POINT (237009.745 584500.4)
Containers_Papier.fid--1ac4f5d2_1879916fbb5_-1aff,Loc3609,3609,Waterland,P78,papier - Loc3609,53.2408,6.6156,POINT (237009.745 584500.4)
Containers_Papier.fid--1ac4f5d2_1879916fbb5_-1afe,Loc3610,3610,Rijksweg,P60,papier - Loc3610,53.2307,6.6185,POINT (237219.817 583384.184)
Containers_Papier.fid--1ac4f5d2_1879916fbb5_-1afd,Loc3610,3610,Rijksweg,P99,papier - Loc3610,53.2307,6.6185,POINT (237219.817 583384.184)
Containers_Papier.fid--1ac4f5d2_1879916fbb5_-1afc,Loc3610,3610,Rijksweg,P62,papier - Loc3610,53.2307,6.6185,POINT (237219.817 583384.184)
Containers_Papier.fid--1ac4f5d2_1879916fbb5_-1afb,Loc3613,3613,Kajuit,P68,papier - Loc3613,53.2385,6.6242,POINT (237588.896 584255.407)
Containers_Papier.fid--1ac4f5d2_1879916fbb5_-1afa,Loc3613,3613,Kajuit,P64,papier - Loc3613,53.2385,6.6242,POINT (237588.896 584255.407)
Containers_Papier.fid--1ac4f5d2_1879916fbb5_-1af9,Loc3613,3613,Kajuit,P622,papier - Loc3613,53.2385,6.6242,POINT (237588.896 584255.407)
Containers_Papier.fid--1ac4f5d2_1879916fbb5_-1af8,Loc3613,3613,Kajuit,P623,papier - Loc3613,53.2385,6.6242,POINT (237588.896 584255.407)
Containers_Papier.fid--1ac4f5d2_1879916fbb5_-1af7,loc3616,3616,Bakboordswal,P414,papier - loc3616,53.2364,6.6307,POINT (238023.611 584024.684)
Containers_Papier.fid--1ac4f5d2_1879916fbb5_-1af6,loc3616,3616,Bakboordswal,P416,papier - loc3616,53.2364,6.6307,POINT (238023.611 584024.684)
Containers_Papier.fid--1ac4f5d2_1879916fbb5_-1af5,loc3626,3626,Hanzeplein,P458,papier - loc3626,53.2205,6.5777,POINT (234515.046 582197.778)
Containers_Papier.fid--1ac4f5d2_1879916fbb5_-1af4,loc3626,3626,Hanzeplein,P468,papier - loc3626,53.2205,6.5777,POINT (234515.046 582197.778)
Containers_Papier.fid--1ac4f5d2_1879916fbb5_-1af3,loc3628,3628,Madeliefstraat,P451,papier - loc3628,53.2271,6.5988,POINT (235912.543 582957.954)
Containers_Papier.fid--1ac4f5d2_1879916fbb5_-1af2,loc3628,3628,Madeliefstraat,P452,papier - loc3628,53.2271,6.5988,POINT (235912.543 582957.954)
Containers_Papier.fid--1ac4f5d2_1879916fbb5_-1af1,loc3628,3628,Madeliefstraat,P453,papier - loc3628,53.2271,6.5988,POINT (235912.543 582957.954)
Containers_Papier.fid--1ac4f5d2_1879916fbb5_-1af0,Loc3635,3635,Johan Dijkstralaan,P220,papier - Loc3635,53.2053,6.5088,POINT (229943.605 580436.992)
Containers_Papier.fid--1ac4f5d2_1879916fbb5_-1aef,Loc3635,3635,Johan Dijkstralaan,P663,papier - Loc3635,53.2053,6.5088,POINT (229943.605 580436.992)
Containers_Papier.fid--1ac4f5d2_1879916fbb5_-1aee,Loc3640,3640,Herman Colleniusstraat Zuid,P166,papier - Loc3640,53.2154,6.5516,POINT (232781.681 581603.999)
Containers_Papier.fid--1ac4f5d2_1879916fbb5_-1aed,Loc3640,3640,Herman Colleniusstraat Zuid,P168,papier - Loc3640,53.2154,6.5516,POINT (232781.681 581603.999)
Containers_Papier.fid--1ac4f5d2_1879916fbb5_-1aec,Loc3641,3641,K. de Vriezestraat,P106,papier - Loc3641,53.2284,6.5538,POINT (232905.137 583056.36)
Containers_Papier.fid--1ac4f5d2_1879916fbb5_-1aeb,Loc3641,3641,K. de Vriezestraat,P425,papier - Loc3641,53.2284,6.5538,POINT (232905.137 583056.36)
Containers_Papier.fid--1ac4f5d2_1879916fbb5_-1aea,Loc3641,3641,K. de Vriezestraat,P256,papier - Loc3641,53.2284,6.5538,POINT (232905.137 583056.36)
Containers_Papier.fid--1ac4f5d2_1879916fbb5_-1ae9,loc3644,3644,Spicastraat,P510,papier - loc3644,53.2285,6.5359,POINT (231711.651 583049.427)
Containers_Papier.fid--1ac4f5d2_1879916fbb5_-1ae8,Loc3646,3646,16 Aprillaan,P268,papier - Loc3646,53.2003,6.5568,POINT (233159.008 579928.232)
Containers_Papier.fid--1ac4f5d2_1879916fbb5_-1ae7,Loc3648,3648,Beren,P477,papier - Loc3648,53.2263,6.5629,POINT (233515.948 582832.538)
Containers_Papier.fid--1ac4f5d2_1879916fbb5_-1ae6,Loc3648,3648,Beren,P649,papier - Loc3648,53.2263,6.5629,POINT (233515.948 582832.538)
Containers_Papier.fid--1ac4f5d2_1879916fbb5_-1ae5,Loc3649,3649,Reitdiephaven Midden t.o. supermarkt,P276,papier - Loc3649,53.2355,6.5228,POINT (230822.663 583810.047)
Containers_Papier.fid--1ac4f5d2_1879916fbb5_-1ae4,Loc3649,3649,Reitdiephaven Midden t.o. supermarkt,P278,papier - Loc3649,53.2355,6.5228,POINT (230822.663 583810.047)
Containers_Papier.fid--1ac4f5d2_1879916fbb5_-1ae3,Loc3649,3649,Reitdiephaven Midden t.o. supermarkt,P645,papier - Loc3649,53.2355,6.5228,POINT (230822.663 583810.047)
Containers_Papier.fid--1ac4f5d2_1879916fbb5_-1ae2,Loc3651,3651,Vondellaan,P302,papier - Loc3651,53.1969,6.5699,POINT (234035.231 579562.971)
Containers_Papier.fid--1ac4f5d2_1879916fbb5_-1ae1,loc3654,3654,Atensheerd,P308,papier - loc3654,53.247,6.5874,POINT (235112.405 585156.323)
Containers_Papier.fid--1ac4f5d2_1879916fbb5_-1ae0,loc3654,3654,Atensheerd,P422,papier - loc3654,53.247,6.5874,POINT (235112.405 585156.323)
Containers_Papier.fid--1ac4f5d2_1879916fbb5_-1adf,loc3656,3656,Euroborg Stoker/Brander (flat),P628,papier - loc3656,53.2052,6.5908,POINT (235422.386 580513.148)
Containers_Papier.fid--1ac4f5d2_1879916fbb5_-1ade,Loc3657,3657,Het Hout,P481,papier - Loc3657,53.2167,6.5815,POINT (234776.45 581783.578)
Containers_Papier.fid--1ac4f5d2_1879916fbb5_-1add,Loc3657,3657,Het Hout,P493,papier - Loc3657,53.2167,6.5815,POINT (234776.45 581783.578)
Containers_Papier.fid--1ac4f5d2_1879916fbb5_-1adc,loc3658,3658,Helperpark (Leyhoeve),P318,papier - loc3658,53.2042,6.5878,POINT (235222.396 580402.954)
Containers_Papier.fid--1ac4f5d2_1879916fbb5_-1adb,loc3658,3658,Helperpark (Leyhoeve),P316,papier - loc3658,53.2042,6.5878,POINT (235222.396 580402.954)
Containers_Papier.fid--1ac4f5d2_1879916fbb5_-1ada,Loc3659,3659,Florakade,P336,papier - Loc3659,53.2268,6.5906,POINT (235365.524 582915.392)
Containers_Papier.fid--1ac4f5d2_1879916fbb5_-1ad9,Loc3659,3659,Florakade,P338,papier - Loc3659,53.2268,6.5906,POINT (235365.524 582915.392)
Containers_Papier.fid--1ac4f5d2_1879916fbb5_-1ad8,Loc3660,3660,"Damsterdiep, hoek Balkgat",P485,papier - Loc3660,53.22,6.5823,POINT (234824.586 582143.909)
Containers_Papier.fid--1ac4f5d2_1879916fbb5_-1ad7,loc3661,3661,Aquamarijnstraat Aquamarijnflat 3 - 145,P400,papier - loc3661,53.233,6.5278,POINT (231164.271 583534.944)
Containers_Papier.fid--1ac4f5d2_1879916fbb5_-1ad6,loc3662,3662,Aquamarijnstraat Scholeksterflat 147-289,P402,papier - loc3662,53.233,6.5265,POINT (231072.183 583530.148)
